title_x,title_KO,title_ORG,type_x,genres_x,genres_KO,releaseYear_x,length,ratings,production_countries,imdbAverageRating_x,imdbNumVotes_x,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,title_y,type_y,genres_y,releaseYear_y,imdbId,imdbAverageRating_y,imdbNumVotes_y,availableCountries
beasts-of-no-nation,비스트 오브 노 네이션,Beasts of No Nation,movie,"Dramas, War","드라마, 전쟁",2015,2시간 17분,,"미국, 브라질",7.7,88k,False,"Netflix, Netflix basic with Ads",Cary Joji Fukunaga,41.0,0 DAYS,11 DAYS,225 DAYS,Beasts of No Nation,movie,"Drama, War",2015.0,tt1365050,7.7,88001.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-final-girls,더 파이널 걸스,The Final Girls,movie,"Comedy, Horror, Fantasy, Thriller","코미디, 공포, 판타지, 스릴러",2015,1시간 31분,,미국,6.5,53k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Todd Strauss-Schulson,9.0,1 DAYS,6 DAYS,209 DAYS,The Final Girls,movie,"Comedy, Fantasy, Horror",2015.0,tt2118624,6.5,53441.0,"JP, KR"
cotohwa,초토화,Obliterated,tv,"Dramas, Comedy, Action","드라마, 코미디, 액션",2023,51분,19,미국,6.8,21k,False,"Netflix, Netflix basic with Ads",,1.0,11 DAYS,39 DAYS,224 DAYS,Obliterated,tv,"Action, Comedy, Drama",2023.0,tt11097240,6.8,20961.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
one-day-at-a-time,원 데이 앳 어 타임,One Day at a Time,tv,"Comedy, Dramas","코미디, 드라마",2017,28분,15,미국,8.1,19k,False,"Netflix, Netflix basic with Ads",,16.0,0 DAYS,19 DAYS,864 DAYS,One Day at a Time,tv,"Comedy, Drama",2017.0,tt5339440,8.1,18728.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
lost-in-space,로스트 인 스페이스,Lost in Space,tv,"Sci-Fi, Action, Dramas, Comedy, Family","SF, 액션, 드라마, 코미디, 가족",2018,49분,12,미국,7.3,107k,False,"Netflix, Netflix basic with Ads",,2.0,9 DAYS,94 DAYS,1755 DAYS,Lost in Space,tv,"Adventure, Drama, Family",2018.0,tt5232792,7.3,107479.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
crashing,크래싱,Crashing,tv,"Comedy, Dramas, Unknown","코미디, 드라마, 유럽에서 제작",2016,30분,,영국,7.6,27k,False,"Netflix, Netflix basic with Ads",,13.0,0 DAYS,5 DAYS,340 DAYS,Crashing,tv,Comedy,2016.0,tt5295524,7.6,26969.0,"AE, AL, AR, AT, AU, AZ, BA, BB, BG, BH, BO, BR, BS, BY, BZ, CA, CL, CO, CR, CU, CY, DE, DK, DO, EC, EE, ES, FI, FJ, GR, GT, HK, HN, IL, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LT, LV, MD, ME, MK, MX, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TH, TR, TT, TW, US, UY, VE, YE, ZA"
outlander,아웃랜더,Outlander,tv,"Romance, Dramas, Fantasy, Sci-Fi","로맨스, 드라마, 판타지, SF",2014,1시간 0분,19,미국,8.4,184k,False,"Netflix, Netflix basic with Ads",,1.0,258 DAYS,2579 DAYS,3228 DAYS,Outlander,tv,"Adventure, Drama, Fantasy",2014.0,tt3006802,8.4,183526.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HU, ID, IL, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
peulrorida-peurojegteu,플로리다 프로젝트,The Florida Project,movie,Dramas,드라마,2017,1시간 52분,15,미국,7.6,132k,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",Sean Baker,3.0,4 DAYS,159 DAYS,1723 DAYS,The Florida Project,movie,Drama,2017.0,tt5649144,7.6,132477.0,"KR, TH, TW"
matilda,마틸다,Matilda,movie,"Fantasy, Comedy, Family, Unknown","판타지, 코미디, 가족, 유럽에서 제작",1996,1시간 38분,,미국,7.0,180k,True,"Netflix, Netflix basic with Ads, Naver Store",Danny DeVito,20.0,0 DAYS,12 DAYS,438 DAYS,Matilda,movie,"Comedy, Family, Fantasy",1996.0,tt0117008,7.0,180220.0,"AD, AE, AG, AO, AR, AT, AU, AZ, BB, BE, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, MG, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, SA, SC, SE, SG, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
geudeuli-urireul-barabol-ddae,그들이 우리를 바라볼 때,When They See Us,tv,"Dramas, Crime, History","드라마, 범죄, 역사",2019,1시간 14분,19,미국,8.8,142k,False,"Netflix, Netflix basic with Ads",,7.0,2 DAYS,43 DAYS,1138 DAYS,When They See Us,tv,"Biography, Crime, Drama",2019.0,tt7137906,8.8,142115.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
two-weeks-notice,투 윅스 노티스,Two Weeks Notice,movie,"Comedy, Romance","코미디, 로맨스",2002,1시간 41분,,미국,6.2,128k,True,"Netflix, wavve, Naver Store",Marc Lawrence,20.0,0 DAYS,8 DAYS,101 DAYS,Two Weeks Notice,movie,"Comedy, Romance",2002.0,tt0313737,6.2,127959.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DE, DO, DZ, EC, EE, EG, ES, GB, GF, GG, GH, GQ, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PT, PY, QA, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
wicyeo,위쳐,The Witcher,tv,"Sci-Fi, Dramas, Action, Fantasy","SF, 드라마, 액션, 판타지",2019,57분,19,미국,8.0,583k,False,"Netflix, Netflix basic with Ads",,1.0,54 DAYS,501 DAYS,1778 DAYS,The Witcher,tv,"Action, Adventure, Drama",2019.0,tt5180504,8.0,583432.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
atlanta,애틀란타,Atlanta,tv,"Comedy, Dramas, Music","코미디, 드라마, 음악",2016,29분,19,미국,8.6,91k,True,"Netflix, Disney Plus, Netflix basic with Ads",,1.0,17 DAYS,454 DAYS,2924 DAYS,Atlanta,tv,"Comedy, Drama, Music",2016.0,tt4288182,8.6,91002.0,"AE, AR, BH, BM, BO, BR, BS, BZ, CL, CO, CR, CY, EC, EG, GF, GT, HN, IQ, JO, JP, KR, KW, LB, MX, NI, NZ, OM, PA, PE, PS, PY, QA, SA, SV, UY, VE, YE"
safe,내 이웃의 비밀,Safe,tv,"Dramas, Crime, Thriller, Unknown","드라마, 범죄, 스릴러, 유럽에서 제작",2018,45분,19,영국,7.2,55k,False,"Netflix, Netflix basic with Ads","Julia Ford , Daniel Nettheim",1.0,2 DAYS,24 DAYS,392 DAYS,Safe,tv,"Crime, Drama, Mystery",2018.0,tt7902072,7.2,54761.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
inseuteonteu-paemilri,인스턴트 패밀리,Instant Family,movie,"Comedy, Dramas","코미디, 드라마",2018,1시간 58분,,미국,7.3,124k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Sean Anders,5.0,4 DAYS,58 DAYS,539 DAYS,Instant Family,movie,"Comedy, Drama",2018.0,tt7401588,7.3,124184.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
akuamaen,아쿠아맨,Aquaman,movie,"Action, Fantasy, Sci-Fi","액션, 판타지, SF",2018,2시간 23분,,미국,6.8,530k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",James Wan,1.0,40 DAYS,388 DAYS,2070 DAYS,Aquaman,movie,"Action, Adventure, Fantasy",2018.0,tt1477834,6.8,529764.0,"AD, BA, BE, BG, CH, CZ, DK, ES, FI, FR, GB, GF, GG, HR, HU, IE, IN, JP, KR, LU, MC, MD, ME, MK, NO, PF, PL, PT, RO, RS, SE, SI, SK"
xo-kitty,"엑스오, 키티","XO, Kitty",tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2023,29분,15,미국,6.5,15k,False,"Netflix, Netflix basic with Ads",,14.0,0 DAYS,12 DAYS,153 DAYS,"XO, Kitty",tv,"Comedy, Drama, Romance",2023.0,tt14490706,6.5,15349.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
seuwiteu-maegeunolria,스위트 매그놀리아,Sweet Magnolias,tv,"Dramas, Romance","드라마, 로맨스",2020,50분,15,미국,7.3,25k,False,"Netflix, Netflix basic with Ads",,2.0,2 DAYS,15 DAYS,128 DAYS,Sweet Magnolias,tv,"Drama, Romance",2020.0,tt9077540,7.3,25102.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
goosebumps,구스범스,Goosebumps,movie,"Horror, Comedy, Fantasy","공포, 코미디, 판타지",2015,1시간 43분,,미국,6.3,97k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Rob Letterman,2.0,5 DAYS,46 DAYS,428 DAYS,Goosebumps,movie,"Adventure, Comedy, Fantasy",2015.0,tt1051904,6.3,97249.0,"AT, BE, CA, CH, DE, DK, FI, GB, GG, GI, IE, IL, IT, JP, KR, LI, LU, MC, MT, NO, PL, SE, SM, TR"
my-heart-puppy,MEONGMONGI,My Heart Puppy,movie,"Comedy, Dramas, Family, Romance","코미디, 드라마, 가족, 로맨스",2023,1시간 54분,,대한민국,6.7,324,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Jason Kim,167.0,0 DAYS,0 DAYS,10 DAYS,My Heart Puppy,movie,"Comedy, Drama, Family",2023.0,tt24218390,6.7,327.0,KR
a-suitable-boy,수터블 보이,A Suitable Boy,tv,"Dramas, Romance","드라마, 로맨스",2020,58분,15,"영국, 인도",,,False,"Netflix, Netflix basic with Ads",,4.0,1 DAYS,4 DAYS,40 DAYS,A Suitable Boy,tv,"Drama, Romance",2020.0,tt10795574,6.1,5790.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
amerikan-meodeo-reisi-piteoseun-salin-sageon,아메리칸 머더: 레이시 피터슨 살인 사건,American Murder: Laci Peterson,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,53분,12,미국,,,False,"Netflix, Netflix basic with Ads",,1.0,2 DAYS,6 DAYS,82 DAYS,American Murder: Laci Peterson,tv,"Crime, Documentary",2024.0,tt33079160,7.0,4593.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
beuring-is-on,브링 잇 온,Bring It On,movie,"Comedy, Romance, Sport, Unknown","코미디, 로맨스, 스포츠, 유럽에서 제작",2000,1시간 38분,15,미국,6.1,108k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Peyton Reed,43.0,0 DAYS,3 DAYS,200 DAYS,Bring It On,movie,"Comedy, Romance, Sport",2000.0,tt0204946,6.1,108268.0,KR
reondeonyi-junggaeindeul,런던의 중개인들,Buying London,tv,Reality-TV,Reality TV,2024,36분,15,영국,4.6,688,False,"Netflix, Netflix basic with Ads",,16.0,0 DAYS,2 DAYS,9 DAYS,Buying London,tv,Reality-TV,2024.0,tt31806036,4.6,688.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
deurakyulra,드라큘라,Dracula,tv,"Action, Dramas, Fantasy, Horror, Thriller","액션, 드라마, 판타지, 공포, 스릴러",2020,1시간 28분,15,영국,6.8,54k,False,"Netflix, Netflix basic with Ads",,1.0,2 DAYS,19 DAYS,317 DAYS,Dracula,tv,"Action, Drama, Fantasy",2020.0,tt9139220,6.8,53876.0,"AD, AE, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
richie-rich,리치 리치,Richie Rich,tv,"Family, Comedy, Dramas","가족, 코미디, 드라마",2015,23분,ALL,미국,,,False,"Netflix, Netflix basic with Ads",,23.0,0 DAYS,4 DAYS,45 DAYS,Richie Rich,tv,Comedy,2015.0,tt4160920,3.2,1417.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
dinner-time-live-with-david-chang,데이비드 장의 디너 타임 라이브,Dinner Time Live with David Chang,tv,Reality-TV,Reality TV,2024,56분,,미국,7.5,296,False,"Netflix, Netflix basic with Ads",,25.0,0 DAYS,5 DAYS,233 DAYS,Dinner Time Live with David Chang,tv,Reality-TV,2024.0,tt31035004,7.5,296.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
badiseu,바디스,Bodies,tv,"Sci-Fi, Dramas, Crime, Thriller, History","SF, 드라마, 범죄, 스릴러, 역사",2023,57분,19,영국,7.3,59k,False,"Netflix, Netflix basic with Ads",,1.0,20 DAYS,89 DAYS,269 DAYS,Bodies,tv,"Crime, Drama, History",2023.0,tt18347622,7.3,59231.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
